N,P,K,temperature,humidity,ph,rainfall,crop,yield,fertilizer
27.95809888,140,140,25.96267112,97.39181098,5.863580215,83.076163,apple,85.28991955,Urea
26.1756216,23.27258232,42.64863886,19.40427356,89.73336393,5.235692891,104.9940569,pomegranate,43.06913088,Urea
106.4690142,45.58710748,20.28325146,22.74283548,79.80855052,6.27408201,89.56958416,cotton,60.30346014,MOP
47.09381788,65.38524404,40.85927857,34.43514645,96.5627519,6.186952366,249.7718238,papaya,77.49872408,Urea
109.4402091,28.85599184,48.95752504,27.18576718,91.30744666,6.596033525,51.67551669,muskmelon,42.36074241,SSP
24.49099313,76.19139503,14.72977222,38.51923081,49.04699251,4.613048534,148.9979762,pigeonpeas,40.25445769,Urea
106.7161363,29.22850452,25.61414358,26.40414644,66.64244676,7.103535801,139.4685486,coffee,60.52160475,MOP
3.520038126,46.01828244,31.23274642,27.38381041,46.77063278,6.712298645,50.90088373,mango,36.34350104,Urea
47.29292272,50.73232931,43.21466357,41.00171915,89.64654794,6.784915726,202.0578021,papaya,62.44104123,MOP
10.93905536,138.9523752,140,22.04130018,87.21741223,5.899978729,108.404957,apple,78.22406242,Urea
41.64789757,53.26443849,54.20704079,34.73333353,93.42450921,6.589848705,154.8178982,papaya,55.37090679,Urea
104.7462859,23.88626531,56.42096456,28.57427006,82.6585399,6.795045336,53.64852573,watermelon,56.39439765,SSP
39.44198692,51.15352741,63.71503549,17.83275664,20,8.953331953,112.7239943,chickpea,50.64584958,Urea
97.94557128,45.02352526,37.47898944,24.22572322,73.39913848,7.017432256,208.9762042,coffee,72.17011688,Rock Phosphate
24.30332003,61.79011203,14.50948283,26.40032695,65.62627515,6.889450586,20,lentil,36.19922826,Urea
100.2967757,32.87092538,56.7135315,23.3623552,74.02614733,7.21762299,52.46274042,watermelon,57.98143628,SSP
39.57479779,68.21952575,82.14258705,22.80879127,20,6.71624593,111.2459868,chickpea,40.11209481,Urea
32.2496642,140,140,35.33612269,88.27000639,6.196174156,57.14602198,grapes,76.06665634,Urea
36.78930893,64.51236102,13.35746299,38.94948122,63.87292268,7.553132926,62.38904496,blackgram,43.06482819,Urea
71.82585225,53.52112091,34.42641551,18.06260674,74.97610406,7.166015376,66.96553334,maize,45.55039268,MOP
28.91200758,15.90091213,33.11790071,20.37021919,82.4214274,5.578981472,122.7858265,pomegranate,40.06238335,Urea
116.9780839,31.13974752,27.03275659,27.77386228,51.01110824,6.78532015,150.3653022,coffee,54.61233389,Rock Phosphate
0,127.568418,140,27.2336457,86.26119551,5.936221143,66.36123648,grapes,74.43098619,Urea
41.87928434,67.81410908,16.83991791,31.9734568,64.62631009,7.479698267,69.3555813,blackgram,36.79509999,Urea
116.9507831,74.23336313,51.69553888,29.45432654,75.56427062,6.113204185,141.6635338,banana,81.100397,MOP
25.60535127,28.02127212,21.89422775,25.82456169,52.50132074,6.707040319,113.6328896,mango,39.56241806,Urea
118.5940189,73.0715541,54.52270763,23.16714717,86.74517792,6.447879262,125.7712513,banana,70.16602759,MOP
67.9296589,50.29196952,38.89002269,21.25862108,72.62298565,5.209596328,260.9786742,rice,68.5780565,Lime
112.2712033,66.25687865,6.581418756,27.11380893,85.07041415,7.113311888,59.31664649,cotton,47.34604077,MOP
22.0954358,54.11697327,29.03751469,30.87177572,53.57990417,7.199781069,217.2414609,pigeonpeas,53.95547486,Urea
30.27403363,86.05677723,20.49816182,23.17302819,23.31831456,5.712211835,38.28842097,kidneybeans,33.7462756,Urea
111.0575562,29.90016653,30.01307002,24.11220756,62.51964248,7.50439672,198.3379555,coffee,66.81781053,SSP
0,70.86315746,28.41155451,29.75259736,68.7471794,7.608565975,30.7213533,lentil,24.96148701,Urea
22.30359649,66.15738689,84.4910358,18.3375448,20,6.131085122,55.77133541,chickpea,40.69281615,Urea
47.08347696,51.0408832,78.72620628,16.67987475,20,8.369717136,79.24955259,chickpea,47.27733115,Urea
97.07971059,44.91609535,36.12859194,26.63339952,80.3928199,6.339243567,231.2664218,rice,76.17396205,DAP
8.012794742,139.2426362,140,22.90813534,95.08319172,5.379096877,92.20555106,apple,83.14191548,Urea
38.28256386,80.82115469,75.44660254,17.09088986,20,8.4210853,101.3621878,chickpea,44.32299629,Urea
30.27676829,50.71091466,22.5143302,29.91979014,90.8178789,6.039238973,20,mungbean,32.1987498,Urea
31.15419863,57.13631642,26.74062215,28.437199,66.55742203,7.280047279,85.51145138,blackgram,44.51042177,Urea
90.18164325,92.44073941,51.32315537,27.98679172,82.60782146,6.197116588,119.5084854,banana,63.17077856,Lime
15.20843375,65.39110035,14.76414056,19.32644109,22.97943988,5.412487173,141.4196956,kidneybeans,36.36995977,Urea
86.27610069,54.29399873,22.34920237,25.07773287,66.1959674,7.161069094,52.23270851,maize,49.65051092,MOP
92.08490376,37.45644392,24.91603197,22.34401017,79.71640017,6.332135703,36.59284543,maize,44.91309127,MOP
90.54631273,53.0824364,48.61282838,23.50715638,79.2272485,8.030242263,253.0580337,rice,78.77838406,Gypsum
21.8800623,5.080074051,44.11996387,25.75871807,94.10939258,5.218224342,93.67651365,pomegranate,32.56711361,Urea
41.48182157,75.19781478,20.33176169,34.59350842,68.0456029,6.119345608,73.56416755,blackgram,44.16656485,Urea
86.83751007,71.48449553,50.05212765,29.87238464,82.48345066,5.81234349,131.839089,banana,59.19208444,Lime
68.1997034,40.42566886,35.13785908,23.51988724,84.94637734,6.310984018,158.1782425,jute,68.60417517,MOP
44.28895228,66.25847306,78.25164708,16.3784548,20,6.401122869,55.75824295,chickpea,48.78611823,Urea
12.73907651,7.674148246,15.0420852,27.18874358,97.51589106,6.775770321,90.55776207,orange,33.03346038,Urea
14.55928009,61.71127474,16.27182256,15.43281825,50.45770428,6.835063497,38.59726543,lentil,35.41637781,Urea
6.007417333,8.061844658,29.34035358,33.16850435,45.19783929,6.223152377,76.99217609,mango,36.75601365,Urea
32.34733537,68.10476456,85.91729101,15.49425891,20,7.41616685,84.53376369,chickpea,48.78047257,Urea
83.13041501,18.83322544,47.10472063,29.13840922,94.57900709,6.340628964,22.24476052,muskmelon,40.19413322,SSP
1.35471735,4.674080501,4.020033275,31.80936267,100,8.151876058,126.7877457,orange,34.56653908,Urea
66.31420737,47.43933063,18.1726145,25.25587498,74.87369347,4.694951588,73.05951746,maize,44.83262663,MOP
16.91196354,72.95043298,23.67930638,23.61925245,69.07931129,6.469032108,33.99788497,lentil,32.22626421,Urea
0,17.5939707,46.5439517,24.43343189,94.63076393,6.494922928,145.3324113,pomegranate,35.13407586,Urea
2.804950269,140,140,20.5985427,95.08677921,6.37789614,83.54752925,apple,79.32290179,Urea
46.30901177,65.0955719,13.07040113,27.30681187,66.22518766,7.057386289,98.64537281,blackgram,35.93490373,MOP
49.58106638,54.34124333,14.03252463,23.47436442,77.81937382,7.034635976,67.13929548,blackgram,43.63805466,Urea
58.88426988,49.47302003,44.52491115,20.90958858,88.9779309,7.373491963,270.1394823,rice,85.41932265,DAP
39.0528317,56.02146786,54.76043945,35.25544398,84.74245036,6.344075174,41.10832011,papaya,44.83598441,Urea
50.55127722,56.4035379,12.74141192,30.22608751,71.02637856,6.471885784,78.79049984,blackgram,43.54249181,MOP
33.85228134,32.6041746,29.99007116,29.25030353,45.16763334,6.723961334,72.84026494,mango,39.40008195,Urea
46.11739065,47.23456608,46.53319386,29.3797816,92.51192024,6.572255506,71.29217524,papaya,45.75002533,MOP
40.10173267,136.8680424,140,21.77412279,69.82770858,6.520419016,63.67173597,grapes,84.17283421,Urea
99.22291807,10.42804412,54.47558645,25.33719618,88.81706227,6.339536528,54.94191457,watermelon,52.45145513,SSP
96.87607093,74.52245258,48.66148338,26.91718891,80.78242473,6.30102123,123.1033538,banana,69.98450356,MOP
134.4527214,57.15584409,10.71235336,24.40891054,81.95971652,6.818961169,80.54808384,cotton,65.73356936,MOP
13.76849111,44.02151885,22.96240403,31.26093456,35.34334419,8.454831442,50.32934995,mothbeans,28.24484479,Urea
4.211223076,0.478038886,36.91585422,29.88722721,99.57635147,6.624096516,235.0450804,coconut,56.78700246,Urea
38.249309,12.82074118,39.92573566,32.55899981,52.47029027,5.175043282,107.8858663,mango,38.84888639,Urea
26.09151893,140,140,21.84560756,87.01899989,6.437298513,134.6998189,apple,90.59682341,Urea
23.30456626,140,140,10,84.56998118,5.732461658,82.24548618,grapes,78.47888498,Urea
35.09389976,53.52878387,39.23810408,43.32524352,95.0135189,6.322931628,120.7542286,papaya,52.82325657,Urea
23.10576065,140,140,37.89330339,83.19850368,5.947506331,85.28155519,grapes,82.89295819,Urea
43.00463862,80.91343402,79.71460198,19.39767023,20,8.137751713,70.33473728,chickpea,53.07277335,Urea
29.64628855,51.24875468,16.50184697,22.82017371,54.22944112,6.125606445,56.53295544,lentil,29.01959496,Urea
32.22316018,27.85714358,39.50222307,21.3924099,99.63559761,6.156109319,102.8159952,pomegranate,48.04810062,Urea
112.023353,15.05845758,49.12267248,23.28883928,86.6695043,5.813030186,57.49818107,watermelon,55.8115168,SSP
22.59983762,31.58059986,39.82629875,20.94425334,88.73260108,7.029701399,107.5792501,pomegranate,41.20397293,Urea
7.949549898,139.9034801,140,24.5723114,91.0744367,5.555437246,161.9963929,apple,79.1348237,Urea
85.80334545,7.504803748,50.55422926,28.61702414,95.96253538,6.617792062,20,muskmelon,34.24252099,SSP
118.2187319,26.30096266,26.92949547,20.95461588,71.10747042,6.531604699,117.5195905,coffee,57.9283424,SSP
87.01486042,96.03559871,43.19950665,30.40840516,75.6218169,6.099230061,94.19880081,banana,65.02035082,MOP
79.88297359,27.15913803,47.62200862,24.39933902,76.04354903,5.873240227,268.2176478,rice,77.13654578,Lime
29.65984368,71.4191503,12.51512038,40.23280355,61.47392345,6.994299223,59.42300814,blackgram,43.18451979,Urea
79.69203859,64.35175132,26.9417929,28.10662636,84.13850561,7.05231704,170.5069552,rice,67.66457028,DAP
34.16913441,62.2967637,62.05100882,24.62639558,88.12898253,6.473136932,231.7863793,papaya,63.90642557,Urea
45.6833657,72.29637042,15.39461741,16.20719859,59.49179524,7.440645588,32.28911854,lentil,35.49021471,Urea
0,5.374099894,31.88340881,35.61785655,53.64840762,6.477001295,62.87409446,mango,30.05594625,Urea
104.6321894,96.59725429,51.66235135,27.52002792,75.43285478,6.365811475,91.55705612,banana,69.8539245,MOP
15.4942173,79.49911395,21.84753068,24.54318336,22.78035052,6.180592159,75.1049099,kidneybeans,31.95619482,Urea
9.382677118,11.52651119,0,10,100,7.022678204,96.17188282,orange,30.49693694,Urea
101.03773,7.635087146,61.503602,31.74477034,89.25459614,6.668256268,35.66157352,muskmelon,45.35780086,SSP
95.75642855,28.4981706,46.6073198,30.60036802,100,6.227633942,23.8874714,muskmelon,46.89988044,SSP
110.9978477,54.0409557,12.7710162,26.22445246,80.89773918,7.467841207,64.4528592,cotton,52.8084311,MOP
127.5166838,43.47149092,22.71304215,25.57214027,85.08837617,6.389194721,73.61667284,cotton,64.361886,MOP
90.19080892,8.699704187,40.4462568,27.35872595,90.67655949,5.695144413,20,muskmelon,49.63907769,SSP
132.9161742,49.54706696,23.06383938,30.94989525,80.02147126,7.177047174,111.4388744,cotton,64.65480155,MOP
88.14584379,32.85847739,46.7698863,32.38749385,90.54703669,6.042553009,57.65595283,muskmelon,40.76064616,Potassium Nitrate
86.08080613,41.15303853,39.53654715,23.40864242,77.53475324,7.378832108,146.8195932,jute,55.21107579,MOP
5.564096088,75.41113737,18.87468852,25.78639053,64.06401297,7.942197643,45.42576597,lentil,32.0672927,Urea
58.25864265,53.04801428,34.59730597,19.4747587,85.34907677,6.195038131,227.201166,rice,69.05729549,DAP
36.65206531,70.91074156,18.68167355,27.08154878,69.83801597,6.173520879,36.55670264,blackgram,46.80335852,Urea
96.69861207,47.61220745,17.00456253,23.13980501,74.55168666,7.295935602,64.83979357,cotton,60.0231612,MOP
19.3031035,64.56363835,27.01246044,39.47809527,45.88281131,5.663985396,168.2180983,pigeonpeas,51.02060447,Urea
26.47371411,81.68941829,14.04337603,17.12851447,69.79197765,6.624835068,75.00284142,lentil,33.51287135,Urea
120.2029739,13.19105009,31.42599321,28.81568369,46.40618464,6.702561869,109.2531176,coffee,55.42797406,SSP
19.31252803,43.24254647,18.67567766,24.26339054,61.88147539,4.917885528,47.06797354,mothbeans,25.65388457,Urea
0,8.948548796,30.43151606,29.49151998,93.27363998,5.372142387,129.8031223,coconut,40.88696427,Urea
12.31512212,78.8687823,17.74373553,13.33700722,22.15662884,5.40364622,63.05905999,kidneybeans,33.07927425,Urea
0.414530372,26.72512557,23.92715238,30.02492937,45.71585446,5.865116703,115.5213463,mango,36.27544474,Urea
34.04826912,9.726225954,31.59625542,29.55546738,88.98270296,5.887283475,205.6496133,coconut,50.86422013,Urea
9.001743592,140,140,22.39342117,90.49242882,5.314763381,100.4543073,apple,81.58589639,Urea
117.3266052,4.67404232,57.18237366,30.58321829,90.06729344,5.489395245,22.14293453,muskmelon,47.64033169,SSP
36.03088185,40.95358791,16.56569471,25.73833312,57.40474784,5.373147278,37.86122587,mothbeans,28.21507034,Urea
0,140,140,18.02270483,88.29796235,5.559031103,138.0487493,apple,84.24687143,Urea
91.87307273,45.58695909,36.78136363,24.94042572,89.05662064,6.12876293,278.5965585,rice,84.55077147,Lime
136.7641605,51.02779369,12.95395852,26.38680903,73.91090676,5.977910329,109.9803878,cotton,61.28951351,MOP
117.5523283,6.569876976,44.16140592,29.29254175,95.9433033,6.869470113,29.06693087,muskmelon,51.7142899,SSP
100.5687934,21.52617182,53.95906711,22.82016041,81.59452437,6.660168936,84.29395237,watermelon,48.48336839,SSP
100.1717691,48.86822947,20.61646396,26.57203232,82.12265829,7.742664604,96.34628756,cotton,62.37511295,MOP
84.45742381,5.94134942,46.6063197,30.47631658,89.49415482,7.162785214,47.83091,muskmelon,42.44310831,SSP
14.14981044,69.1981362,22.45100727,17.67150753,24.7241912,5.181651736,117.3706123,kidneybeans,26.81623938,Urea
42.09856369,132.2021552,140,23.3018189,85.53669824,6.445405915,60.26208616,grapes,82.91030892,Urea
7.474902512,21.66298085,23.44501604,29.21860428,45.23063112,4.554130434,81.91630457,mango,37.00144504,Urea
99.80946906,53.31143456,45.04692643,21.92686107,85.59553408,5.913342581,209.9252221,jute,73.23198115,MOP
4.311591441,59.0054405,18.30391678,27.73112195,36.89896512,6.743547138,138.5043453,pigeonpeas,53.17097538,Urea
10.72000466,49.76318349,19.506118,25.54651964,51.81175034,9.5,75.90287322,mothbeans,30.83831083,Urea
95.50241123,55.96371307,36.30788191,26.02014877,83.85657159,4.900337676,300,rice,91.67173419,Lime
31.26489616,0,38.88096802,20.95453709,90.77995755,6.242784104,142.4211661,pomegranate,37.18723196,Urea
73.88822312,51.88190296,44.72888669,22.20671264,81.50851007,7.842078647,181.8378555,jute,77.23579644,MOP
15.08610304,137.4315031,140,44.59945601,84.31678134,6.63024845,55.50562146,grapes,71.72304361,Urea
43.42255103,59.25574886,52.40121501,36.44189927,83.46479566,6.845815953,203.6925022,papaya,73.31122944,Urea
70.52445603,59.01875586,25.81139881,22.88481954,61.36316261,5.754255372,102.2521681,maize,49.52369368,MOP
0,125.3845459,140,26.40822825,80.68665115,5.478026589,56.65580418,grapes,75.78151782,Urea
23.63186006,13.46019313,28.66344391,23.9247443,90.7757897,6.855358482,130.8029977,pomegranate,57.87772807,Urea
28.52090509,71.38224228,20.20642186,21.83258115,20,5.06788368,116.2783839,kidneybeans,40.48057621,Urea
14.11398964,77.73887631,19.32338468,20.56721798,58.00702728,6.06524678,54.65827999,lentil,31.47901996,Urea
16.78103403,34.36406781,16.89046928,26.61244746,80.75148295,7.261600995,67.52322485,mungbean,30.57650379,Urea
58.2758985,71.48166261,78.67360388,17.73240363,20,6.701881344,68.5462708,chickpea,52.62778812,Rhizobium
24.72277115,5.505959986,39.03345128,30.57438986,86.16294641,6.33315289,123.4842124,coconut,41.91384056,Urea
119.0194742,3.263840574,44.63619184,28.96851958,92.7311239,6.39367924,49.08808778,muskmelon,49.51726496,SSP
22.18044053,136.2499502,140,23.68224646,88.68488689,5.494703291,99.72607382,apple,85.10460208,Urea
64.47335025,50.48195252,35.80376947,30.87148469,79.26386465,8.136464559,176.5602576,jute,60.52648461,MOP
24.78417439,70.83165441,12.17686475,17.66857216,32.50003244,5.934772834,224.777337,pigeonpeas,55.16572473,Urea
21.60313947,80.0166617,30.07661443,26.01397412,22.24107754,6.058980234,57.94692436,kidneybeans,40.6676083,Urea
108.9577135,38.89398022,15.6344527,27.16402161,86.62421986,7.717316076,84.74903599,cotton,62.37596046,MOP
100.246381,47.08419281,37.44422155,22.19444891,87.84721597,4.993876087,270.5260244,rice,89.28321597,Lime
105.6323988,4.136834433,49.52926698,26.66033722,78.8660904,6.647012389,48.34321873,watermelon,54.23940224,SSP
0,79.28204177,14.92658559,25.35346433,67.88626299,7.175591177,40.29186661,lentil,21.67472515,Urea
38.04517727,139.0759346,140,18.93839937,100,5.862107524,122.8000389,apple,84.80891329,Urea
47.38916052,127.9663999,140,35.98591177,77.4873818,5.692755572,25.74262513,grapes,77.9768767,Urea
6.921607106,16.08631914,7.625010445,18.44391615,95.86791618,7.974458454,102.696861,orange,29.38499781,Urea
16.54895192,87.10094722,8.556328604,30.65693458,63.25611813,7.380993112,91.4560064,blackgram,39.87328364,Urea
91.78225648,57.2954811,41.11944662,25.24328139,82.38888253,5.663869038,237.3053844,rice,73.40532792,Lime
16.04406736,73.43794288,18.42254498,20.77641734,66.89971289,6.173347542,20,lentil,29.64545882,Urea
26.8332294,72.57512204,27.65485907,19.4484412,23.81452289,5.950895974,68.49323485,kidneybeans,30.41617578,Urea
32.28165462,72.16941848,62.62052688,24.95245857,90.045503,6.709835409,288.3877477,papaya,83.02034058,Urea
19.38406162,52.13623755,16.96771014,28.25606712,90.88546706,6.618628808,48.86837995,mungbean,32.39774604,Urea
22.10848304,14.57152654,24.6150904,30.46985459,63.82263693,4.617708446,72.79283739,mango,32.71587869,Urea
4.609500497,16.57006073,30.12221879,30.60528925,95.56971568,5.778127663,111.1592554,coconut,37.88939915,Urea
9.466501907,67.32142201,26.47547845,31.10979059,64.58081574,7.036235921,75.24534175,lentil,24.30826406,Urea
28.29205708,69.74887455,16.39790739,25.91206585,53.26161129,5.878333537,77.03333887,pigeonpeas,43.23547466,Urea
54.63827794,74.84956316,15.6278107,27.74870096,56.22889798,7.036681548,72.53487211,blackgram,40.81109178,MOP
48.78213417,71.39634479,21.88901988,32.37294844,74.21227942,7.403131579,73.55752313,blackgram,39.7301338,MOP
1.163950731,49.06828103,14.54850575,27.73516806,82.14064942,5.982421884,23.07221635,mungbean,21.29986453,Urea
102.8592054,13.78793027,50.88848154,25.32985787,85.11584044,6.339438891,84.94585254,watermelon,47.85847939,SSP
102.9773215,74.90679885,57.49577861,25.03645129,77.23210937,6.651590545,100.6376706,banana,62.86945218,MOP
30.59025307,57.85805981,13.7075312,22.13807197,20,5.15594396,106.5327956,kidneybeans,37.53082844,Urea
32.72578565,136.9526937,140,22.05740856,100,5.953885529,94.92969082,apple,86.71788286,Urea
35.49398139,46.44516892,48.23697037,42.2517563,98.23072416,6.820511137,174.5054682,papaya,62.00627045,Urea
36.14652324,65.39152987,81.49031545,21.63972958,24.76296705,5.916618207,42.98005188,chickpea,51.35277529,Urea
16.80713315,54.33999239,25.15785658,25.10054585,71.47929226,7.128575916,90.50956751,blackgram,34.72484508,Urea
22.9398571,63.40853783,24.76898006,18.55564091,23.68834666,6.153826974,87.62406502,kidneybeans,38.9352788,Urea
3.752775615,23.16473258,46.14269228,20.59445287,87.59151279,6.784247122,100.6439313,pomegranate,44.68338766,Urea
5.427574669,16.95880861,35.55104342,19.90903709,94.42009516,6.559577683,118.2129953,pomegranate,44.85651392,Urea
110.3711861,38.39267618,20.17126053,21.7891861,80.2325879,7.881357724,101.1009424,cotton,57.06090093,MOP
77.68167102,22.62550556,43.0695005,23.41619485,80.38906353,6.385830918,50.30484089,watermelon,46.89450286,SSP
90.44008999,29.18590316,53.80034974,24.08067586,87.84318307,6.489910004,48.1754717,watermelon,46.34058085,SSP
95.17566626,39.42419799,20.56044052,23.45233003,91.7591439,7.410709849,110.6011061,cotton,50.28151477,MOP
114.7410865,30.56226946,20.35861664,24.13915098,76.59204703,6.234091285,88.21658989,cotton,53.74998049,MOP
78.17317988,62.43154147,38.96038779,22.90382407,68.62858212,7.196653379,170.5894796,jute,72.20569496,MOP
14.86738385,140,140,21.99200402,96.15328665,6.280640928,120.3311707,apple,77.92652027,Urea
119.7430879,86.48668998,46.91933872,28.90797335,83.53365805,5.784547289,87.78354012,banana,67.41164654,Lime
22.67019159,30.94251151,18.15651381,31.05145117,49.84538298,7.997044947,72.38111398,mothbeans,31.08150204,Urea
25.74888025,69.16244987,21.70723305,29.61299381,58.73085209,6.120425586,26.56376258,lentil,33.7108063,Urea
67.24494602,44.2723427,20.02641987,17.88037482,65.29635986,5.781963346,76.33521879,maize,43.63095823,MOP
1.570620794,68.86706205,3.933833274,32.58558927,24.20326498,6.086751394,159.936456,pigeonpeas,36.74457841,Urea
80.21075198,11.87804735,48.65189136,28.36232283,90.55325654,6.079560592,25.21447964,muskmelon,47.0835205,SSP
85.37775771,27.32985814,24.95445166,25.66223035,64.6334429,7.869273333,201.2416134,coffee,63.30750506,SSP
27.19609723,33.48983544,31.91759324,27.29741592,96.96909349,5.668972177,174.9426096,coconut,52.19488818,Urea
28.97642961,44.41189715,22.31150015,28.48238873,52.1701409,9.29539902,42.28768601,mothbeans,31.74970661,Urea
4.046661703,54.63575083,19.66625217,28.78271155,41.16931342,4.525717956,23.2994468,mothbeans,27.36560163,Urea
0,44.28795891,11.46502061,31.59570407,86.03513665,6.829988534,43.19799874,mungbean,30.40176699,Urea
33.31110501,22.99774559,7.825854708,15.24635101,96.21784877,6.879509517,101.1631455,orange,43.95108839,Urea
91.47254715,26.41754358,51.7055097,28.55513138,96.45352354,6.229040438,36.02013054,muskmelon,49.47903405,SSP
91.49142056,45.22135099,40.14341964,28.27989638,56.11732531,6.532290013,150.7160876,coffee,53.54029162,Rock Phosphate
28.51220341,71.71290473,36.73000481,39.94696274,89.83950149,6.875562743,209.7028641,papaya,69.74021039,Urea
9.735585042,13.72633398,15.02307511,26.07966948,52.26970028,5.238795412,99.87676124,mango,31.22802649,Urea
9.464121128,140,140,19.47665956,84.41627008,6.136860023,27.18191901,grapes,75.00986035,Urea
21.40505838,19.18503945,38.66707386,23.85727616,94.24396733,5.984349371,122.4394227,coconut,50.22899209,Urea
98.20713844,83.02873762,45.98246155,34.24937033,79.24593166,5.018844702,91.95669829,banana,75.14724042,Lime
34.37885651,14.25298882,33.9432334,31.10674483,51.11902929,6.329036012,76.66467045,mango,31.3716308,Urea
25.08388633,57.97559086,11.4868485,28.72246038,81.93540129,6.614261482,54.25670693,mungbean,42.76266506,Urea
19.68075271,25.44054351,33.59306664,28.72630635,98.43565085,6.671532953,106.5479273,coconut,40.01022067,Urea
36.69396008,58.4834598,13.23281996,13.49176875,30.58303322,5.484251586,121.1416285,kidneybeans,46.42853004,Urea
35.34377878,86.939635,25.70589936,29.04362864,69.21977112,6.870924278,71.36305383,blackgram,49.51928579,Urea
71.59992186,47.66930616,31.0778503,20.92744362,89.64747738,7.541348261,244.245287,rice,78.23476343,Gypsum
94.5863915,54.52494712,19.07390001,26.27167914,66.93947072,6.52822441,142.3847358,maize,52.73617786,MOP
32.65528611,32.63742196,13.75547904,28.65492781,86.76399551,6.748054615,51.20172302,mungbean,42.13989791,Urea
4.293520606,17.08541603,39.48061336,30.05108353,100,6.120323404,190.665255,coconut,49.80425689,Urea
76.27406374,37.25343215,43.84422452,26.483126,81.40262564,7.229888622,201.5107429,rice,63.99018594,DAP
117.012903,17.6055193,48.25038203,29.62581474,73.30598445,6.188058131,33.21007664,watermelon,44.32118646,SSP
5.916429125,24.89036065,20.55223889,25.57974383,78.58994133,6.883447647,20,mungbean,23.52730608,Urea
19.54060537,137.7418569,140,25.34490775,100,5.692538584,88.73434701,apple,78.76683778,Urea
15.69776822,67.12041838,24.16380999,22.14450622,20,5.555985214,137.1037561,kidneybeans,33.35561678,Urea
0,77.53133038,14.25787565,21.25747331,63.36394543,7.858478599,31.05442803,lentil,22.07009294,Urea
51.74031859,58.45808635,79.09431404,22.62412774,20,8.21118887,60.7154094,chickpea,42.4198166,Gypsum
85.87650853,50.08887103,16.65025548,16.41896936,77.79016805,5.97730248,90.16525858,maize,56.33142001,MOP
80.14275495,52.55565226,14.47770673,21.94845901,74.13132822,6.911757895,101.6679969,maize,45.66080268,MOP
87.45681748,99.90520105,52.40022788,26.69271893,75.83523437,5.884335168,84.48284589,banana,67.77834206,MOP
59.38935354,33.99586804,21.31654288,20.69728662,59.09551848,5.322974175,76.57317746,maize,38.29704626,MOP
5.386633529,55.48109049,21.33306348,21.64046492,56.35841012,7.289455027,43.6547868,lentil,35.22074353,Urea
74.8163927,47.50960751,44.65826107,22.85030563,96.22616815,5.898362284,173.6593624,jute,70.13419161,MOP
20.6632999,134.0898774,140,24.45671312,98.51431089,6.271084767,108.5122046,apple,80.42649288,Urea
13.83755846,34.03803241,32.60790855,32.92988773,50.13539976,6.383353858,89.11471963,mango,43.88286345,Urea
116.0989717,20.39815393,47.44191009,27.88402045,88.10190195,7.491721559,57.0473677,muskmelon,48.69984604,SSP
24.26979614,38.94002958,24.76249867,30.37903768,48.95670493,4.865098972,40.18982782,mango,38.4247186,Urea
93.33306188,21.89983237,43.99939646,27.98128702,87.61228277,7.017536968,53.86078963,watermelon,46.34905866,SSP
105.6789881,96.25743735,41.98626696,27.3801832,83.81251056,6.897990261,97.43789591,banana,63.31732108,MOP
104.6878115,75.19467963,44.35955512,20.09779805,80.2473721,5.932558365,111.2391507,banana,67.19595185,MOP
43.09831388,78.61962945,73.4669102,18.40415262,20,7.246852296,56.29392038,chickpea,44.93248676,Urea
7.897056638,68.79860444,6.405986823,25.753716,92.64448815,7.334933341,20,mungbean,30.40566957,Urea
40.03301954,50.81644981,9.18651168,30.79018009,85.4574316,6.798644118,20,mungbean,32.44258418,Urea
53.27777179,66.57642416,14.82212955,30.59546914,67.05873715,7.715442019,55.20512551,blackgram,45.78478488,Urea
57.2631184,62.00400813,42.18323554,39.21071383,94.84827684,6.56808796,38.00590812,papaya,49.9013063,MOP
73.6741087,40.30748678,21.49126753,25.89677114,59.7026418,5.81144733,81.7754506,maize,46.25134911,MOP
42.42692761,140,140,34.69494408,76.92473888,6.113065364,79.31871563,grapes,76.11607854,Urea
98.87416529,26.77729585,53.00274794,31.46875884,93.52768719,5.962673077,20,muskmelon,53.33857378,SSP
110.5665742,57.26238495,23.17945378,25.58132435,74.74353158,8.150047077,95.40817791,cotton,60.83354217,MOP
107.2600681,15.02095073,50.65803441,22.73786892,86.03727218,7.235984244,53.79513405,watermelon,56.60551495,SSP
82.13404424,41.60688438,42.35970076,23.66093451,87.42138639,6.518987552,207.8004831,jute,76.95044548,MOP
29.05309882,55.32341103,23.81672099,30.26523089,89.53154861,6.783014528,79.37571578,mungbean,42.3949999,Urea
43.62436452,9.283842594,9.47726094,15.4399022,76.87354608,7.131485391,103.8296538,orange,37.06194613,Urea
24.54315019,31.33341905,16.58603859,30.70558017,92.1356712,6.687905723,95.60117052,orange,44.12251128,Urea
104.1641915,73.87706759,54.81054375,27.27909083,81.24692155,5.614668294,114.124507,banana,67.71149314,Lime
0,66.5612727,10.72921347,25.53547492,70.30497208,6.51828341,24.75684115,lentil,29.9654044,Urea
94.85342513,39.03822795,9.086824674,25.82849673,63.96626836,7.461842249,114.2357746,cotton,54.18646954,MOP
110.6856195,75.81818317,56.93662754,28.02873129,79.29929139,6.380370376,138.7003138,banana,72.47409865,MOP
